0,1,2,layer
227,373831.17022222193,2385067.667611111,0
228,374671.26744444406,2387011.0509444447,0
229,375511.3646666663,2387011.0509444447,0
230,374671.26744444406,2386363.2565,0
231,375511.3646666663,2386363.2565,0
232,376351.46188888856,2387011.0509444447,0
233,377191.5591111108,2387011.0509444447,0
234,376351.46188888856,2386363.2565,0
235,377191.5591111108,2386363.2565,0
236,374671.26744444406,2385715.4620555555,0
237,375511.3646666663,2385715.4620555555,0
238,374671.26744444406,2385067.667611111,0
239,375511.3646666663,2385067.667611111,0
240,376351.46188888856,2385715.4620555555,0
241,377191.5591111108,2385715.4620555555,0
242,376351.46188888856,2385067.667611111,0
243,377191.5591111108,2385067.667611111,0
244,378031.65633333294,2387011.0509444447,0
245,378871.7535555552,2387011.0509444447,0
246,378031.65633333294,2386363.2565,0
247,378871.7535555552,2386363.2565,0
248,379711.85077777744,2387011.0509444447,0
249,380551.9479999997,2387011.0509444447,0
250,379711.85077777744,2386363.2565,0
251,380551.9479999997,2386363.2565,0
252,378031.65633333294,2385715.4620555555,0
253,378871.7535555552,2385715.4620555555,0
254,378031.65633333294,2385067.667611111,0
255,378871.7535555552,2385067.667611111,0
256,380131.89938888856,2385391.5648333333,0
257,381392.0452222218,2387011.0509444447,0
258,382232.14244444406,2387011.0509444447,0
259,381392.0452222218,2386363.2565,0
260,382232.14244444406,2386363.2565,0
261,383492.28827777744,2386687.1537222224,0
262,381812.09383333294,2385391.5648333333,0
263,383492.28827777744,2385391.5648333333,0
264,385172.4827222218,2386687.1537222224,0
265,386432.6285555552,2387011.0509444447,0
266,387272.72577777744,2387011.0509444447,0
267,386432.6285555552,2386363.2565,0
268,387272.72577777744,2386363.2565,0
269,385172.4827222218,2385391.5648333333,0
270,386852.6771666663,2385391.5648333333,0
271,388112.82299999957,2387011.0509444447,0
272,388952.9202222218,2387011.0509444447,0
273,388112.82299999957,2386363.2565,0
274,388952.9202222218,2386363.2565,0
275,389793.01744444406,2387011.0509444447,0
276,390633.1146666663,2387011.0509444447,0
277,389793.01744444406,2386363.2565,0
278,390633.1146666663,2386363.2565,0
279,388532.8716111107,2385391.5648333333,0
280,390213.0660555552,2385391.5648333333,0
281,391473.21188888844,2387011.0509444447,0
282,392313.3091111107,2387011.0509444447,0
283,391473.21188888844,2386363.2565,0
284,392313.3091111107,2386363.2565,0
285,393153.40633333294,2387011.0509444447,0
286,393993.5035555552,2387011.0509444447,0
287,393153.40633333294,2386363.2565,0
288,393993.5035555552,2386363.2565,0
289,391473.21188888844,2385715.4620555555,0
290,392313.3091111107,2385715.4620555555,0
291,391473.21188888844,2385067.667611111,0
292,392313.3091111107,2385067.667611111,0
293,393153.40633333294,2385715.4620555555,0
294,393993.5035555552,2385715.4620555555,0
295,393153.40633333294,2385067.667611111,0
296,393993.5035555552,2385067.667611111,0
297,394833.6007777773,2387011.0509444447,0
298,395673.69799999957,2387011.0509444447,0
299,394833.6007777773,2386363.2565,0
300,395673.69799999957,2386363.2565,0
301,396513.7952222218,2387011.0509444447,0
302,397353.89244444406,2387011.0509444447,0
303,396513.7952222218,2386363.2565,0
304,397353.89244444406,2386363.2565,0
305,394833.6007777773,2385715.4620555555,0
306,395673.69799999957,2385715.4620555555,0
