0,1,2,layer
16272,369420.65980555525,2382314.5412222226,1
16273,369840.70841666637,2382314.5412222226,1
16274,370470.78133333306,2382476.4898333335,1
16275,371100.8542499996,2384581.821777778,1
16276,371520.90286111075,2384581.821777778,1
16277,371100.8542499996,2384257.9245555564,1
16278,371520.90286111075,2384257.9245555564,1
16279,371940.9514722219,2384581.821777778,1
16280,372361.000083333,2384581.821777778,1
16281,371940.9514722219,2384257.9245555564,1
16282,372361.000083333,2384257.9245555564,1
16283,371100.8542499996,2383934.0273333336,1
16284,371520.90286111075,2383934.0273333336,1
16285,371100.8542499996,2383610.130111112,1
16286,371520.90286111075,2383610.130111112,1
16287,371940.9514722219,2383934.0273333336,1
16288,372361.000083333,2383934.0273333336,1
16289,371940.9514722219,2383610.130111112,1
16290,372361.000083333,2383610.130111112,1
16291,372781.0486944441,2384581.821777778,1
16292,373201.09730555525,2384581.821777778,1
16293,372781.0486944441,2384257.9245555564,1
16294,373201.09730555525,2384257.9245555564,1
16295,373621.14591666637,2384581.821777778,1
16296,374041.1945277775,2384581.821777778,1
16297,373621.14591666637,2384257.9245555564,1
16298,374041.1945277775,2384257.9245555564,1
16299,372781.0486944441,2383934.0273333336,1
16300,373201.09730555525,2383934.0273333336,1
16301,372781.0486944441,2383610.130111112,1
16302,373201.09730555525,2383610.130111112,1
16303,373621.14591666637,2383934.0273333336,1
16304,374041.1945277775,2383934.0273333336,1
16305,373621.14591666637,2383610.130111112,1
16306,374041.1945277775,2383610.130111112,1
16307,371100.8542499996,2383286.232888889,1
16308,371520.90286111075,2383286.232888889,1
16309,371100.8542499996,2382962.335666667,1
16310,371520.90286111075,2382962.335666667,1
16311,372150.97577777744,2383124.284277778,1
16312,371310.8785555552,2382476.4898333335,1
16313,372150.97577777744,2382476.4898333335,1
16314,372991.0729999997,2383124.284277778,1
16315,373831.17022222193,2383124.284277778,1
16316,372991.0729999997,2382476.4898333335,1
16317,373831.17022222193,2382476.4898333335,1
16318,374461.2431388885,2384581.821777778,1
16319,374881.2917499996,2384581.821777778,1
16320,374461.2431388885,2384257.9245555564,1
16321,374881.2917499996,2384257.9245555564,1
16322,375301.34036111075,2384581.821777778,1
16323,375721.3889722219,2384581.821777778,1
16324,375301.34036111075,2384257.9245555564,1
16325,375721.3889722219,2384257.9245555564,1
16326,374461.2431388885,2383934.0273333336,1
16327,374881.2917499996,2383934.0273333336,1
16328,374461.2431388885,2383610.130111112,1
16329,374881.2917499996,2383610.130111112,1
16330,375511.3646666663,2383772.0787222227,1
16331,376351.46188888856,2384419.8731666673,1
16332,377191.5591111108,2384419.8731666673,1
16333,376351.46188888856,2383772.0787222227,1
16334,377191.5591111108,2383772.0787222227,1
16335,374671.26744444406,2383124.284277778,1
16336,375511.3646666663,2383124.284277778,1
16337,374671.26744444406,2382476.4898333335,1
16338,375511.3646666663,2382476.4898333335,1
16339,376771.5104999997,2382800.387055556,1
16340,378451.70494444406,2384095.975944445,1
16341,380131.89938888856,2384095.975944445,1
16342,378451.70494444406,2382800.387055556,1
16343,380131.89938888856,2382800.387055556,1
16344,382652.1910555552,2383448.1815000004,1
16345,386012.57994444406,2383448.1815000004,1
16346,388532.8716111107,2384095.975944445,1
16347,390213.0660555552,2384095.975944445,1
16348,388532.8716111107,2382800.387055556,1
16349,390213.0660555552,2382800.387055556,1
16350,391893.26049999957,2384095.975944445,1
16351,393153.40633333294,2384419.8731666673,1
16352,393993.5035555552,2384419.8731666673,1
16353,393153.40633333294,2383772.0787222227,1
16354,393993.5035555552,2383772.0787222227,1
16355,391893.26049999957,2382800.387055556,1
16356,393573.45494444406,2382800.387055556,1
16357,394623.57647222176,2384581.821777778,1
16358,395043.6250833329,2384581.821777778,1
16359,394623.57647222176,2384257.9245555564,1
16360,395043.6250833329,2384257.9245555564,1
16361,395463.673694444,2384581.821777778,1
16362,395883.72230555513,2384581.821777778,1
16363,395463.673694444,2384257.9245555564,1
16364,395883.72230555513,2384257.9245555564,1
16365,394833.6007777773,2383772.0787222227,1
16366,395673.69799999957,2383772.0787222227,1
16367,396303.77091666625,2384581.821777778,1
16368,396723.8195277774,2384581.821777778,1
16369,396303.77091666625,2384257.9245555564,1
16370,396723.8195277774,2384257.9245555564,1
16371,397143.8681388885,2384581.821777778,1
16372,397563.9167499996,2384581.821777778,1
16373,397143.8681388885,2384257.9245555564,1
16374,397563.9167499996,2384257.9245555564,1
16375,396513.7952222218,2383772.0787222227,1
16376,397143.8681388885,2383934.0273333336,1
16377,397563.9167499996,2383934.0273333336,1
16378,397143.8681388885,2383610.130111112,1
16379,397563.9167499996,2383610.130111112,1
16380,395253.64938888844,2382800.387055556,1
16381,396513.7952222218,2383124.284277778,1
16382,397353.89244444406,2383124.284277778,1
16383,396513.7952222218,2382476.4898333335,1
16384,397353.89244444406,2382476.4898333335,1
16385,397983.96536111063,2384581.821777778,1
16386,398404.01397222176,2384581.821777778,1
16387,397983.96536111063,2384257.9245555564,1
16388,398404.01397222176,2384257.9245555564,1
16389,398824.0625833329,2384581.821777778,1
16390,399244.111194444,2384581.821777778,1
16391,398824.0625833329,2384257.9245555564,1
16392,399244.111194444,2384257.9245555564,1
16393,397983.96536111063,2383934.0273333336,1
16394,398404.01397222176,2383934.0273333336,1
16395,397983.96536111063,2383610.130111112,1
16396,398404.01397222176,2383610.130111112,1
16397,398824.0625833329,2383934.0273333336,1
16398,399244.111194444,2383934.0273333336,1
16399,398824.0625833329,2383610.130111112,1
16400,399244.111194444,2383610.130111112,1
16401,399664.15980555513,2384581.821777778,1
16402,400084.20841666625,2384581.821777778,1
16403,399664.15980555513,2384257.9245555564,1
16404,400084.20841666625,2384257.9245555564,1
16405,400504.2570277774,2384581.821777778,1
16406,400924.3056388885,2384581.821777778,1
16407,400504.2570277774,2384257.9245555564,1
16408,400924.3056388885,2384257.9245555564,1
16409,399664.15980555513,2383934.0273333336,1
16410,400084.20841666625,2383934.0273333336,1
16411,399664.15980555513,2383610.130111112,1
16412,400084.20841666625,2383610.130111112,1
16413,400504.2570277774,2383934.0273333336,1
16414,400924.3056388885,2383934.0273333336,1
16415,400504.2570277774,2383610.130111112,1
16416,400924.3056388885,2383610.130111112,1
16417,398193.9896666662,2383124.284277778,1
16418,399034.08688888844,2383124.284277778,1
16419,398193.9896666662,2382476.4898333335,1
16420,399034.08688888844,2382476.4898333335,1
16421,399664.15980555513,2383286.232888889,1
16422,400084.20841666625,2383286.232888889,1
16423,399664.15980555513,2382962.335666667,1
16424,400084.20841666625,2382962.335666667,1
16425,400504.2570277774,2383286.232888889,1
16426,400924.3056388885,2383286.232888889,1
16427,400504.2570277774,2382962.335666667,1
16428,400924.3056388885,2382962.335666667,1
16429,399874.1841111107,2382476.4898333335,1
16430,400714.28133333294,2382476.4898333335,1
16431,401344.3542499995,2384581.821777778,1
16432,401764.40286111063,2384581.821777778,1
16433,401344.3542499995,2384257.9245555564,1
16434,401764.40286111063,2384257.9245555564,1
16435,402184.45147222176,2384581.821777778,1
16436,402604.5000833329,2384581.821777778,1
16437,402184.45147222176,2384257.9245555564,1
16438,402604.5000833329,2384257.9245555564,1
16439,401344.3542499995,2383934.0273333336,1
16440,401764.40286111063,2383934.0273333336,1
16441,401344.3542499995,2383610.130111112,1
16442,401764.40286111063,2383610.130111112,1
16443,402184.45147222176,2383934.0273333336,1
16444,402604.5000833329,2383934.0273333336,1
16445,402184.45147222176,2383610.130111112,1
16446,402604.5000833329,2383610.130111112,1
16447,403024.548694444,2384581.821777778,1
16448,403444.59730555513,2384581.821777778,1
16449,403024.548694444,2384257.9245555564,1
16450,403444.59730555513,2384257.9245555564,1
16451,403864.64591666625,2384581.821777778,1
16452,404284.6945277774,2384581.821777778,1
16453,403864.64591666625,2384257.9245555564,1
16454,404284.6945277774,2384257.9245555564,1
16455,403024.548694444,2383934.0273333336,1
16456,403444.59730555513,2383934.0273333336,1
16457,403024.548694444,2383610.130111112,1
16458,403444.59730555513,2383610.130111112,1
16459,403864.64591666625,2383934.0273333336,1
16460,404284.6945277774,2383934.0273333336,1
16461,403864.64591666625,2383610.130111112,1
16462,404284.6945277774,2383610.130111112,1
16463,401344.3542499995,2383286.232888889,1
16464,401764.40286111063,2383286.232888889,1
16465,401344.3542499995,2382962.335666667,1
16466,401764.40286111063,2382962.335666667,1
16467,402184.45147222176,2383286.232888889,1
16468,402604.5000833329,2383286.232888889,1
16469,402184.45147222176,2382962.335666667,1
16470,402604.5000833329,2382962.335666667,1
16471,401554.3785555551,2382476.4898333335,1
16472,402394.4757777773,2382476.4898333335,1
16473,403024.548694444,2383286.232888889,1
16474,403444.59730555513,2383286.232888889,1
16475,403024.548694444,2382962.335666667,1
16476,403444.59730555513,2382962.335666667,1
16477,403864.64591666625,2383286.232888889,1
16478,404284.6945277774,2383286.232888889,1
16479,403864.64591666625,2382962.335666667,1
16480,404284.6945277774,2382962.335666667,1
16481,403024.548694444,2382638.4384444444,1
16482,403444.59730555513,2382638.4384444444,1
16483,403024.548694444,2382314.5412222226,1
16484,403444.59730555513,2382314.5412222226,1
16485,403864.64591666625,2382638.4384444444,1
16486,404284.6945277774,2382638.4384444444,1
16487,403864.64591666625,2382314.5412222226,1
16488,404284.6945277774,2382314.5412222226,1
16489,404704.7431388884,2384581.821777778,1
16490,405124.79174999945,2384581.821777778,1
16491,404704.7431388884,2384257.9245555564,1
16492,405124.79174999945,2384257.9245555564,1
16493,405544.8403611106,2384581.821777778,1
16494,405964.8889722217,2384581.821777778,1
16495,405544.8403611106,2384257.9245555564,1
16496,405964.8889722217,2384257.9245555564,1
16497,404704.7431388884,2383934.0273333336,1
16498,405124.79174999945,2383934.0273333336,1
16499,404704.7431388884,2383610.130111112,1
16500,405124.79174999945,2383610.130111112,1
16501,405544.8403611106,2383934.0273333336,1
16502,405964.8889722217,2383934.0273333336,1
16503,405544.8403611106,2383610.130111112,1
16504,405964.8889722217,2383610.130111112,1
16505,406384.9375833328,2384581.821777778,1
16506,406804.98619444395,2384581.821777778,1
16507,406384.9375833328,2384257.9245555564,1
16508,406804.98619444395,2384257.9245555564,1
16509,407225.0348055551,2384581.821777778,1
16510,407645.0834166662,2384581.821777778,1
16511,407225.0348055551,2384257.9245555564,1
16512,407645.0834166662,2384257.9245555564,1
16513,406384.9375833328,2383934.0273333336,1
16514,406804.98619444395,2383934.0273333336,1
16515,406384.9375833328,2383610.130111112,1
16516,406804.98619444395,2383610.130111112,1
16517,407225.0348055551,2383934.0273333336,1
16518,407645.0834166662,2383934.0273333336,1
16519,407225.0348055551,2383610.130111112,1
16520,407645.0834166662,2383610.130111112,1
16521,404704.7431388884,2383286.232888889,1
16522,405124.79174999945,2383286.232888889,1
16523,404704.7431388884,2382962.335666667,1
16524,405124.79174999945,2382962.335666667,1
16525,405544.8403611106,2383286.232888889,1
16526,405964.8889722217,2383286.232888889,1
16527,405544.8403611106,2382962.335666667,1
16528,405964.8889722217,2382962.335666667,1
16529,404704.7431388884,2382638.4384444444,1
16530,405124.79174999945,2382638.4384444444,1
16531,404704.7431388884,2382314.5412222226,1
16532,405124.79174999945,2382314.5412222226,1
16533,405754.86466666614,2382476.4898333335,1
16534,406384.9375833328,2383286.232888889,1
16535,406804.98619444395,2383286.232888889,1
16536,406384.9375833328,2382962.335666667,1
16537,406804.98619444395,2382962.335666667,1
16538,407435.05911111063,2383124.284277778,1
16539,406594.9618888884,2382476.4898333335,1
16540,407435.05911111063,2382476.4898333335,1
16541,408065.1320277772,2384581.821777778,1
16542,408485.1806388883,2384581.821777778,1
16543,408065.1320277772,2384257.9245555564,1
16544,408485.1806388883,2384257.9245555564,1
16545,408905.22924999945,2384581.821777778,1
16546,409325.2778611106,2384581.821777778,1
16547,408905.22924999945,2384257.9245555564,1
16548,409325.2778611106,2384257.9245555564,1
16549,408065.1320277772,2383934.0273333336,1
16550,408485.1806388883,2383934.0273333336,1
16551,408065.1320277772,2383610.130111112,1
16552,408485.1806388883,2383610.130111112,1
16553,408905.22924999945,2383934.0273333336,1
16554,409325.2778611106,2383934.0273333336,1
16555,408905.22924999945,2383610.130111112,1
16556,409325.2778611106,2383610.130111112,1
16557,409745.3264722217,2384581.821777778,1
16558,410165.3750833328,2384581.821777778,1
16559,409745.3264722217,2384257.9245555564,1
16560,410165.3750833328,2384257.9245555564,1
16561,410585.42369444395,2384581.821777778,1
16562,411005.4723055551,2384581.821777778,1
16563,410585.42369444395,2384257.9245555564,1
16564,411005.4723055551,2384257.9245555564,1
16565,409745.3264722217,2383934.0273333336,1
16566,410165.3750833328,2383934.0273333336,1
16567,409745.3264722217,2383610.130111112,1
16568,410165.3750833328,2383610.130111112,1
16569,410585.42369444395,2383934.0273333336,1
16570,411005.4723055551,2383934.0273333336,1
16571,410585.42369444395,2383610.130111112,1
16572,411005.4723055551,2383610.130111112,1
16573,408065.1320277772,2383286.232888889,1
16574,408485.1806388883,2383286.232888889,1
16575,408065.1320277772,2382962.335666667,1
16576,408485.1806388883,2382962.335666667,1
16577,408905.22924999945,2383286.232888889,1
16578,409325.2778611106,2383286.232888889,1
16579,408905.22924999945,2382962.335666667,1
16580,409325.2778611106,2382962.335666667,1
16581,408275.15633333276,2382476.4898333335,1
16582,409115.253555555,2382476.4898333335,1
16583,409745.3264722217,2383286.232888889,1
16584,410165.3750833328,2383286.232888889,1
16585,409745.3264722217,2382962.335666667,1
16586,410165.3750833328,2382962.335666667,1
16587,410585.42369444395,2383286.232888889,1
16588,411005.4723055551,2383286.232888889,1
16589,410585.42369444395,2382962.335666667,1
16590,411005.4723055551,2382962.335666667,1
16591,409745.3264722217,2382638.4384444444,1
16592,410165.3750833328,2382638.4384444444,1
16593,409745.3264722217,2382314.5412222226,1
16594,410165.3750833328,2382314.5412222226,1
16595,410585.42369444395,2382638.4384444444,1
16596,411005.4723055551,2382638.4384444444,1
16597,410585.42369444395,2382314.5412222226,1
16598,411005.4723055551,2382314.5412222226,1
16599,411425.5209166661,2384581.821777778,1
16600,411845.5695277772,2384581.821777778,1
16601,411425.5209166661,2384257.9245555564,1
16602,411845.5695277772,2384257.9245555564,1
16603,412265.6181388883,2384581.821777778,1
16604,412685.66674999945,2384581.821777778,1
16605,412265.6181388883,2384257.9245555564,1
16606,412685.66674999945,2384257.9245555564,1
16607,411425.5209166661,2383934.0273333336,1
16608,411845.5695277772,2383934.0273333336,1
16609,411425.5209166661,2383610.130111112,1
16610,411845.5695277772,2383610.130111112,1
16611,412265.6181388883,2383934.0273333336,1
16612,412685.66674999945,2383934.0273333336,1
16613,412265.6181388883,2383610.130111112,1
16614,412685.66674999945,2383610.130111112,1
16615,413105.7153611106,2384581.821777778,1
16616,413525.7639722217,2384581.821777778,1
16617,413105.7153611106,2384257.9245555564,1
16618,413525.7639722217,2384257.9245555564,1
16619,413945.8125833328,2384257.9245555564,1
16620,414365.86119444395,2384257.9245555564,1
16621,413105.7153611106,2383934.0273333336,1
16622,413525.7639722217,2383934.0273333336,1
16623,413105.7153611106,2383610.130111112,1
16624,413525.7639722217,2383610.130111112,1
16625,413945.8125833328,2383934.0273333336,1
16626,414365.86119444395,2383934.0273333336,1
16627,413945.8125833328,2383610.130111112,1
16628,414365.86119444395,2383610.130111112,1
16629,411425.5209166661,2383286.232888889,1
16630,411845.5695277772,2383286.232888889,1
16631,411425.5209166661,2382962.335666667,1
16632,411845.5695277772,2382962.335666667,1
16633,412265.6181388883,2383286.232888889,1
16634,412685.66674999945,2383286.232888889,1
16635,412265.6181388883,2382962.335666667,1
16636,412685.66674999945,2382962.335666667,1
16637,411425.5209166661,2382638.4384444444,1
16638,411845.5695277772,2382638.4384444444,1
16639,411425.5209166661,2382314.5412222226,1
16640,411845.5695277772,2382314.5412222226,1
16641,412265.6181388883,2382638.4384444444,1
16642,412685.66674999945,2382638.4384444444,1
16643,412265.6181388883,2382314.5412222226,1
16644,412685.66674999945,2382314.5412222226,1
16645,413105.7153611106,2383286.232888889,1
16646,413525.7639722217,2383286.232888889,1
16647,413105.7153611106,2382962.335666667,1
16648,413525.7639722217,2382962.335666667,1
16649,413945.8125833328,2383286.232888889,1
16650,414365.86119444395,2383286.232888889,1
16651,413945.8125833328,2382962.335666667,1
16652,414365.86119444395,2382962.335666667,1
16653,413105.7153611106,2382638.4384444444,1
16654,413525.7639722217,2382638.4384444444,1
16655,413105.7153611106,2382314.5412222226,1
16656,413525.7639722217,2382314.5412222226,1
16657,413945.8125833328,2382638.4384444444,1
16658,414365.86119444395,2382638.4384444444,1
16659,413945.8125833328,2382314.5412222226,1
16660,414365.86119444395,2382314.5412222226,1
16661,414785.90980555495,2383934.0273333336,1
16662,415205.9584166661,2383934.0273333336,1
16663,414785.90980555495,2383610.130111112,1
16664,415205.9584166661,2383610.130111112,1
16665,415626.0070277772,2383610.130111112,1
16666,416046.0556388883,2383610.130111112,1
16667,414785.90980555495,2383286.232888889,1
16668,415205.9584166661,2383286.232888889,1
16669,414785.90980555495,2382962.335666667,1
16670,415205.9584166661,2382962.335666667,1
16671,415626.0070277772,2383286.232888889,1
16672,416046.0556388883,2383286.232888889,1
16673,415626.0070277772,2382962.335666667,1
16674,416046.0556388883,2382962.335666667,1
16675,414785.90980555495,2382638.4384444444,1
16676,415205.9584166661,2382638.4384444444,1
16677,414785.90980555495,2382314.5412222226,1
16678,415205.9584166661,2382314.5412222226,1
16679,415626.0070277772,2382638.4384444444,1
16680,416046.0556388883,2382638.4384444444,1
16681,415626.0070277772,2382314.5412222226,1
16682,416046.0556388883,2382314.5412222226,1
16683,416466.10424999945,2383286.232888889,1
16684,416886.1528611106,2383286.232888889,1
16685,416466.10424999945,2382962.335666667,1
16686,416886.1528611106,2382962.335666667,1
16687,417306.2014722217,2382962.335666667,1
16688,417726.2500833328,2382962.335666667,1
16689,416466.10424999945,2382638.4384444444,1
16690,416886.1528611106,2382638.4384444444,1
16691,416466.10424999945,2382314.5412222226,1
16692,416886.1528611106,2382314.5412222226,1
16693,417306.2014722217,2382638.4384444444,1
16694,417726.2500833328,2382638.4384444444,1
16695,417306.2014722217,2382314.5412222226,1
16696,417726.2500833328,2382314.5412222226,1
16697,418146.29869444383,2382638.4384444444,1
16698,418566.34730555495,2382638.4384444444,1
16699,418146.29869444383,2382314.5412222226,1
16700,418566.34730555495,2382314.5412222226,1
16701,418986.3959166661,2382638.4384444444,1
16702,418986.3959166661,2382314.5412222226,1
16703,419406.4445277772,2382314.5412222226,1
16704,419826.4931388883,2382314.5412222226,1
16705,332876.43063888873,2381018.952333334,1
16706,333296.47924999986,2381018.952333334,1
16707,333716.527861111,2381018.952333334,1
16708,332036.3334166665,2380695.055111111,1
16709,331616.28480555536,2380371.1578888893,1
16710,332036.3334166665,2380371.1578888893,1
16711,331196.23619444424,2380047.2606666666,1
16712,330776.1875833331,2379723.3634444447,1
16713,331196.23619444424,2379723.3634444447,1
16714,331616.28480555536,2380047.2606666666,1
16715,332036.3334166665,2380047.2606666666,1
16716,331616.28480555536,2379723.3634444447,1
16717,332036.3334166665,2379723.3634444447,1
16718,332456.3820277776,2380695.055111111,1
16719,332876.43063888873,2380695.055111111,1
16720,332456.3820277776,2380371.1578888893,1
16721,332876.43063888873,2380371.1578888893,1
16722,333296.47924999986,2380695.055111111,1
16723,333716.527861111,2380695.055111111,1
16724,333296.47924999986,2380371.1578888893,1
16725,333716.527861111,2380371.1578888893,1
16726,332456.3820277776,2380047.2606666666,1
16727,332876.43063888873,2380047.2606666666,1
16728,332456.3820277776,2379723.3634444447,1
16729,332876.43063888873,2379723.3634444447,1
16730,333296.47924999986,2380047.2606666666,1
16731,333716.527861111,2380047.2606666666,1
16732,333296.47924999986,2379723.3634444447,1
16733,333716.527861111,2379723.3634444447,1
16734,334556.6250833331,2381342.8495555557,1
16735,334136.576472222,2381018.952333334,1
16736,334556.6250833331,2381018.952333334,1
16737,334976.67369444424,2381342.8495555557,1
16738,335396.72230555536,2381342.8495555557,1
16739,334976.67369444424,2381018.952333334,1
16740,335396.72230555536,2381018.952333334,1
16741,337076.91674999986,2381666.7467777785,1
16742,335816.7709166665,2381342.8495555557,1
16743,336236.8195277776,2381342.8495555557,1
16744,335816.7709166665,2381018.952333334,1
16745,336236.8195277776,2381018.952333334,1
16746,336656.86813888873,2381342.8495555557,1
16747,337076.91674999986,2381342.8495555557,1
16748,336656.86813888873,2381018.952333334,1
16749,337076.91674999986,2381018.952333334,1
16750,334136.576472222,2380695.055111111,1
16751,334556.6250833331,2380695.055111111,1
16752,334136.576472222,2380371.1578888893,1
16753,334556.6250833331,2380371.1578888893,1
16754,334976.67369444424,2380695.055111111,1
16755,335396.72230555536,2380695.055111111,1
16756,334976.67369444424,2380371.1578888893,1
16757,335396.72230555536,2380371.1578888893,1
16758,334136.576472222,2380047.2606666666,1
16759,334556.6250833331,2380047.2606666666,1
16760,334136.576472222,2379723.3634444447,1
16761,334556.6250833331,2379723.3634444447,1
16762,334976.67369444424,2380047.2606666666,1
16763,335396.72230555536,2380047.2606666666,1
16764,334976.67369444424,2379723.3634444447,1
16765,335396.72230555536,2379723.3634444447,1
16766,335816.7709166665,2380695.055111111,1
16767,336236.8195277776,2380695.055111111,1
16768,335816.7709166665,2380371.1578888893,1
16769,336236.8195277776,2380371.1578888893,1
16770,336656.86813888873,2380695.055111111,1
16771,337076.91674999986,2380695.055111111,1
16772,336656.86813888873,2380371.1578888893,1
16773,337076.91674999986,2380371.1578888893,1
16774,335816.7709166665,2380047.2606666666,1
16775,336236.8195277776,2380047.2606666666,1
16776,335816.7709166665,2379723.3634444447,1
16777,336236.8195277776,2379723.3634444447,1
16778,336656.86813888873,2380047.2606666666,1
16779,337076.91674999986,2380047.2606666666,1
16780,336656.86813888873,2379723.3634444447,1
16781,337076.91674999986,2379723.3634444447,1
16782,337496.96536111087,2381666.7467777785,1
16783,337917.013972222,2381666.7467777785,1
16784,338337.0625833331,2381990.6440000003,1
16785,338757.11119444424,2381990.6440000003,1
16786,338337.0625833331,2381666.7467777785,1
16787,338757.11119444424,2381666.7467777785,1
16788,337496.96536111087,2381342.8495555557,1
16789,337917.013972222,2381342.8495555557,1
16790,337496.96536111087,2381018.952333334,1
16791,337917.013972222,2381018.952333334,1
16792,338337.0625833331,2381342.8495555557,1
16793,338757.11119444424,2381342.8495555557,1
16794,338337.0625833331,2381018.952333334,1
16795,338757.11119444424,2381018.952333334,1
16796,339177.15980555536,2381990.6440000003,1
16797,339597.2084166665,2381990.6440000003,1
16798,339177.15980555536,2381666.7467777785,1
16799,339597.2084166665,2381666.7467777785,1
16800,340017.2570277776,2381990.6440000003,1
16801,340437.30563888873,2381990.6440000003,1
16802,340017.2570277776,2381666.7467777785,1
16803,340437.30563888873,2381666.7467777785,1
16804,339177.15980555536,2381342.8495555557,1
16805,339597.2084166665,2381342.8495555557,1
16806,339177.15980555536,2381018.952333334,1
16807,339597.2084166665,2381018.952333334,1
16808,340017.2570277776,2381342.8495555557,1
16809,340437.30563888873,2381342.8495555557,1
16810,340017.2570277776,2381018.952333334,1
16811,340437.30563888873,2381018.952333334,1
16812,337496.96536111087,2380695.055111111,1
16813,337917.013972222,2380695.055111111,1
16814,337496.96536111087,2380371.1578888893,1
16815,337917.013972222,2380371.1578888893,1
16816,338337.0625833331,2380695.055111111,1
16817,338757.11119444424,2380695.055111111,1
16818,338337.0625833331,2380371.1578888893,1
16819,338757.11119444424,2380371.1578888893,1
16820,337496.96536111087,2380047.2606666666,1
16821,337917.013972222,2380047.2606666666,1
16822,337496.96536111087,2379723.3634444447,1
16823,337917.013972222,2379723.3634444447,1
16824,338337.0625833331,2380047.2606666666,1
16825,338757.11119444424,2380047.2606666666,1
16826,338337.0625833331,2379723.3634444447,1
16827,338757.11119444424,2379723.3634444447,1
16828,339177.15980555536,2380695.055111111,1
16829,339597.2084166665,2380695.055111111,1
16830,339177.15980555536,2380371.1578888893,1
16831,339597.2084166665,2380371.1578888893,1
16832,340017.2570277776,2380695.055111111,1
16833,340437.30563888873,2380695.055111111,1
16834,340017.2570277776,2380371.1578888893,1
16835,340437.30563888873,2380371.1578888893,1
16836,339387.1841111109,2379885.3120555556,1
16837,340227.2813333332,2379885.3120555556,1
16838,340857.35424999974,2381990.6440000003,1
16839,341277.40286111087,2381990.6440000003,1
16840,340857.35424999974,2381666.7467777785,1
16841,341277.40286111087,2381666.7467777785,1
16842,341697.451472222,2381990.6440000003,1
16843,342117.5000833331,2381990.6440000003,1
16844,341697.451472222,2381666.7467777785,1
16845,342117.5000833331,2381666.7467777785,1
16846,340857.35424999974,2381342.8495555557,1
16847,341277.40286111087,2381342.8495555557,1
16848,340857.35424999974,2381018.952333334,1
16849,341277.40286111087,2381018.952333334,1
16850,341697.451472222,2381342.8495555557,1
16851,342117.5000833331,2381342.8495555557,1
16852,341697.451472222,2381018.952333334,1
16853,342117.5000833331,2381018.952333334,1
16854,342537.54869444424,2381990.6440000003,1
16855,342957.59730555536,2381990.6440000003,1
16856,342537.54869444424,2381666.7467777785,1
16857,342957.59730555536,2381666.7467777785,1
16858,343377.6459166665,2381990.6440000003,1
16859,343797.6945277776,2381990.6440000003,1
16860,343377.6459166665,2381666.7467777785,1
16861,343797.6945277776,2381666.7467777785,1
16862,342537.54869444424,2381342.8495555557,1
16863,342957.59730555536,2381342.8495555557,1
16864,342537.54869444424,2381018.952333334,1
16865,342957.59730555536,2381018.952333334,1
16866,343377.6459166665,2381342.8495555557,1
16867,343797.6945277776,2381342.8495555557,1
16868,343377.6459166665,2381018.952333334,1
16869,343797.6945277776,2381018.952333334,1
16870,340857.35424999974,2380695.055111111,1
16871,341277.40286111087,2380695.055111111,1
16872,340857.35424999974,2380371.1578888893,1
16873,341277.40286111087,2380371.1578888893,1
16874,341697.451472222,2380695.055111111,1
16875,342117.5000833331,2380695.055111111,1
16876,341697.451472222,2380371.1578888893,1
16877,342117.5000833331,2380371.1578888893,1
16878,341067.3785555553,2379885.3120555556,1
16879,341907.47577777755,2379885.3120555556,1
16880,342537.54869444424,2380695.055111111,1
16881,342957.59730555536,2380695.055111111,1
16882,342537.54869444424,2380371.1578888893,1
16883,342957.59730555536,2380371.1578888893,1
16884,343377.6459166665,2380695.055111111,1
16885,343797.6945277776,2380695.055111111,1
16886,343377.6459166665,2380371.1578888893,1
16887,343797.6945277776,2380371.1578888893,1
16888,342747.5729999998,2379885.3120555556,1
16889,343587.67022222205,2379885.3120555556,1
16890,344217.7431388886,2381990.6440000003,1
16891,344637.79174999974,2381990.6440000003,1
16892,344217.7431388886,2381666.7467777785,1
16893,344637.79174999974,2381666.7467777785,1
16894,345057.84036111087,2381990.6440000003,1
16895,345477.888972222,2381990.6440000003,1
16896,345057.84036111087,2381666.7467777785,1
16897,345477.888972222,2381666.7467777785,1
16898,344217.7431388886,2381342.8495555557,1
16899,344637.79174999974,2381342.8495555557,1
16900,344217.7431388886,2381018.952333334,1
16901,344637.79174999974,2381018.952333334,1
16902,345057.84036111087,2381342.8495555557,1
16903,345477.888972222,2381342.8495555557,1
16904,345057.84036111087,2381018.952333334,1
16905,345477.888972222,2381018.952333334,1
16906,345897.9375833331,2381990.6440000003,1
16907,346317.98619444424,2381990.6440000003,1
16908,345897.9375833331,2381666.7467777785,1
16909,346317.98619444424,2381666.7467777785,1
16910,346738.03480555536,2381990.6440000003,1
16911,347158.0834166665,2381990.6440000003,1
16912,346738.03480555536,2381666.7467777785,1
16913,347158.0834166665,2381666.7467777785,1
16914,346107.9618888887,2381180.900944445,1
16915,346948.0591111109,2381180.900944445,1
16916,344427.7674444442,2380533.1065,1
16917,345267.8646666664,2380533.1065,1
16918,344427.7674444442,2379885.3120555556,1
16919,345267.8646666664,2379885.3120555556,1
16920,346528.0104999998,2380209.209277778,1
16921,347578.1320277775,2381990.6440000003,1
16922,347998.1806388886,2381990.6440000003,1
