parnme,parval1,css,css_scaled
mr_rest,1.0,18.447337205697004,18.447337205697004
mk_rest_l2,1.0,16.66408723480611,16.66408723480611
mr_upland,1.0,0.4987104844156676,0.4987104844156676
mk_ring_l2,1.0,0.2803767517397398,0.2803767517397398
mk_rest_l1,1.0,0.25589422942599627,0.25589422942599627
mfgw,1.0,0.16622248796061823,0.16622248796061823
mk_ring_l1,1.0,0.03101605811748278,0.03101605811748278
