parnme,parval1
mk_upland_l1,0.999999965679
mk_upland_l2,0.999999973603
mk_ring_l1,0.4758262251
mk_ring_l2,1.1111111111
mk_rest_l1,2.2222222222
mk_rest_l2,2.0849789754
mr_upland,0.999999969
mr_rest,1.8000000
mFGW_upland,0.99999997059
mFGW_rest,1.666670000
