time,elapsed_seconds,message
21:22:25,8.1e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 6Vt info: rows = 6: cols = 10: size = 60: nonzeros = 36
21:22:25,7.5e-06,U info: rows = 10: cols = 6: size = 60: nonzeros = 36
21:22:25,7.2e-06,jac info: rows = 135: cols = 10: size = 1350: nonzeros = 726
21:22:25,5.07e-05,linear algebra multiplication to compute upgrade complete
21:22:25,2.29e-05,commencing check of parameter bounds and gradients
21:22:25,9.6e-06,commencing calculation of upgrade vector
21:22:25,0.0002485,forming JtQJ matrix
21:22:25,3.29e-05,commencing to scale JtQJ matrix- first SVD...
21:22:25,6.8e-06,starting REDSVD
21:22:25,2.53e-05,retrieving REDSVD components
21:22:25,9.8e-06,trimming REDSVD components to 5elements
21:22:25,8.6e-06,done REDSVD
21:22:25,1.31e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,6e-06,JS
21:22:25,1.36e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
21:22:25,3.56e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,5.5e-06,commencing SVD factorization of lambda-scaled JtQJ
21:22:25,4.8e-06,starting REDSVD
21:22:25,2.19e-05,retrieving REDSVD components
21:22:25,7.3e-06,trimming REDSVD components to 6elements
21:22:25,5.9e-06,done REDSVD
21:22:25,4.9e-06,SVD factorization complete
21:22:25,9.33e-05,commencing linear algebra multiplication to compute upgrade
21:22:25,6.3e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 6Vt info: rows = 6: cols = 10: size = 60: nonzeros = 36
21:22:25,5.9e-06,U info: rows = 10: cols = 6: size = 60: nonzeros = 36
21:22:25,5.8e-06,jac info: rows = 135: cols = 10: size = 1350: nonzeros = 726
21:22:25,4.34e-05,linear algebra multiplication to compute upgrade complete
21:22:25,1.74e-05,commencing check of parameter bounds
21:22:25,6.4e-06,limiting out of bounds pars
21:22:25,9.3e-06,change limit/bound enforcement for lambda 1: , scaling factor: 1
21:22:25,5e-06,checking for denormal floating point values
21:22:25,5.5e-06,transforming upgrade pars to model pars
21:22:25,8.4e-06,writing upgrade vector to csv file
21:22:25,0.0002474,beginning upgrade vector calculations, lambda = 10
21:22:25,6.99e-05,commencing calculation of upgrade vector
21:22:25,0.0003636,forming JtQJ matrix
21:22:25,5.21e-05,commencing to scale JtQJ matrix- first SVD...
21:22:25,1.33e-05,starting REDSVD
21:22:25,3.35e-05,retrieving REDSVD components
21:22:25,1.43e-05,trimming REDSVD components to 5elements
21:22:25,1e-05,done REDSVD
21:22:25,1.69e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,8e-06,JS
21:22:25,1.76e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
21:22:25,4.35e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,9.3e-06,commencing SVD factorization of lambda-scaled JtQJ
21:22:25,8.3e-06,starting REDSVD
21:22:25,3.34e-05,retrieving REDSVD components
21:22:25,1.31e-05,trimming REDSVD components to 6elements
21:22:25,1.12e-05,done REDSVD
21:22:25,9.3e-06,SVD factorization complete
21:22:25,0.0001632,commencing linear algebra multiplication to compute upgrade
21:22:25,1.08e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6Vt info: rows = 6: cols = 10: size = 60: nonzeros = 36
21:22:25,1.04e-05,U info: rows = 10: cols = 6: size = 60: nonzeros = 36
21:22:25,1e-05,jac info: rows = 135: cols = 10: size = 1350: nonzeros = 726
21:22:25,6.07e-05,linear algebra multiplication to compute upgrade complete
21:22:25,2.78e-05,commencing check of parameter bounds and gradients
21:22:25,1.28e-05,commencing calculation of upgrade vector
21:22:25,0.0003056,forming JtQJ matrix
21:22:25,3.77e-05,commencing to scale JtQJ matrix- first SVD...
21:22:25,8.9e-06,starting REDSVD
21:22:25,3.12e-05,retrieving REDSVD components
21:22:25,1.5e-05,trimming REDSVD components to 5elements
21:22:25,1.17e-05,done REDSVD
21:22:25,1.68e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,8.6e-06,JS
21:22:25,1.69e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
21:22:25,4.18e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,8.8e-06,commencing SVD factorization of lambda-scaled JtQJ
21:22:25,7.8e-06,starting REDSVD
21:22:25,3.26e-05,retrieving REDSVD components
21:22:25,1.19e-05,trimming REDSVD components to 6elements
21:22:25,9.5e-06,done REDSVD
21:22:25,8.3e-06,SVD factorization complete
21:22:25,0.0001693,commencing linear algebra multiplication to compute upgrade
21:22:25,1.14e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6Vt info: rows = 6: cols = 10: size = 60: nonzeros = 36
21:22:25,9.8e-06,U info: rows = 10: cols = 6: size = 60: nonzeros = 36
21:22:25,9.6e-06,jac info: rows = 135: cols = 10: size = 1350: nonzeros = 726
21:22:25,0.0001069,linear algebra multiplication to compute upgrade complete
21:22:25,3.63e-05,commencing check of parameter bounds
21:22:25,1.36e-05,limiting out of bounds pars
21:22:25,1.71e-05,change limit/bound enforcement for lambda 10: , scaling factor: 1
21:22:25,8.3e-06,checking for denormal floating point values
21:22:25,9.2e-06,transforming upgrade pars to model pars
21:22:25,8.5e-06,writing upgrade vector to csv file
21:22:25,0.0003664,beginning upgrade vector calculations, lambda = 100
21:22:25,0.00101,commencing calculation of upgrade vector
21:22:25,0.0003546,forming JtQJ matrix
21:22:25,4.44e-05,commencing to scale JtQJ matrix- first SVD...
21:22:25,1.1e-05,starting REDSVD
21:22:25,4.05e-05,retrieving REDSVD components
21:22:25,1.85e-05,trimming REDSVD components to 5elements
21:22:25,1.17e-05,done REDSVD
21:22:25,1.96e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,7.9e-06,JS
21:22:25,1.65e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
21:22:25,4.54e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,1.05e-05,commencing SVD factorization of lambda-scaled JtQJ
21:22:25,7.9e-06,starting REDSVD
21:22:25,3.52e-05,retrieving REDSVD components
21:22:25,1.91e-05,trimming REDSVD components to 6elements
21:22:25,1.42e-05,done REDSVD
21:22:25,1.04e-05,SVD factorization complete
21:22:25,0.0001551,commencing linear algebra multiplication to compute upgrade
21:22:25,1.21e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6Vt info: rows = 6: cols = 10: size = 60: nonzeros = 36
21:22:25,9e-06,U info: rows = 10: cols = 6: size = 60: nonzeros = 36
21:22:25,8.8e-06,jac info: rows = 135: cols = 10: size = 1350: nonzeros = 726
21:22:25,6.23e-05,linear algebra multiplication to compute upgrade complete
21:22:25,2.59e-05,commencing check of parameter bounds and gradients
21:22:25,1.2e-05,commencing calculation of upgrade vector
21:22:25,0.0002996,forming JtQJ matrix
21:22:25,3.61e-05,commencing to scale JtQJ matrix- first SVD...
21:22:25,7.6e-06,starting REDSVD
21:22:25,2.91e-05,retrieving REDSVD components
21:22:25,1.11e-05,trimming REDSVD components to 5elements
21:22:25,9.8e-06,done REDSVD
21:22:25,1.51e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,6.9e-06,JS
21:22:25,1.53e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
21:22:25,3.58e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,7.2e-06,commencing SVD factorization of lambda-scaled JtQJ
21:22:25,7.6e-06,starting REDSVD
21:22:25,3.2e-05,retrieving REDSVD components
21:22:25,1.15e-05,trimming REDSVD components to 6elements
21:22:25,8.8e-06,done REDSVD
21:22:25,7.3e-06,SVD factorization complete
21:22:25,0.0001421,commencing linear algebra multiplication to compute upgrade
21:22:25,9.3e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 6Vt info: rows = 6: cols = 10: size = 60: nonzeros = 36
21:22:25,8.7e-06,U info: rows = 10: cols = 6: size = 60: nonzeros = 36
21:22:25,8.8e-06,jac info: rows = 135: cols = 10: size = 1350: nonzeros = 726
21:22:25,5.51e-05,linear algebra multiplication to compute upgrade complete
21:22:25,3.34e-05,commencing check of parameter bounds
21:22:25,1.03e-05,limiting out of bounds pars
21:22:25,1.4e-05,change limit/bound enforcement for lambda 100: , scaling factor: 1
21:22:25,7.6e-06,checking for denormal floating point values
21:22:25,8.1e-06,transforming upgrade pars to model pars
21:22:25,8e-06,writing upgrade vector to csv file
21:22:25,0.0003234,beginning upgrade vector calculations, lambda = 1000
