parnme,parval1,css,css_scaled
mr_rest,1.0,18.875093657265563,18.875093657265563
mk_rest_l2,1.0,16.98274243060644,16.98274243060644
mr_upland,1.0,0.5231528594285704,0.5231528594285704
mfgw,1.0,0.17580667153827192,0.17580667153827192
mk_rest_l1,1.0,0.14758009002646894,0.14758009002646894
mk_upland_l2,1.0,0.1166747024802965,0.1166747024802965
mk_upland_l1,1.0,0.022931963113268033,0.022931963113268033
