name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
mfgw,0,0.25,-0.5,0.5,0.221857,0.249979,-0.2781,0.721815
mk_rest_l1,0,0.239652,-0.479304,0.479304,-0.481486,0.239611,-0.960708,-0.00226455
mk_rest_l2,0,0.239652,-0.479304,0.479304,0.343987,0.182816,-0.0216453,0.70962
mk_upland_l1,0,0.25,-0.5,0.5,-0.107991,0.249998,-0.607987,0.392006
mk_upland_l2,0,0.25,-0.5,0.5,-0.221849,0.249964,-0.721777,0.278079
mr_rest,0,0.25,-0.5,0.5,0.30103,0.165579,-0.0301278,0.632188
mr_upland,0,0.25,-0.5,0.5,-0.69897,0.24979,-1.19855,-0.19939
