parnme,mu_star,mu,sigma,mu_star_conf
mr_rest,0.01956364352258059,-0.01956364352258059,0.007415644932357248,0.0034978481972060033
mr_upland,0.002908905231801942,-0.002908905231801942,0.0011179359877767677,0.0005235142264908272
mk_rest_l2,0.0012632179177231653,-0.0012629266925250418,0.0017786712891760185,0.0009183314190264533
mfgw,0.0011270617641899981,0.0011270617641899981,0.0018618385087402713,0.0009449595110027974
mk_ring_l2,0.0002366430478487544,0.0002366430478487544,0.00021585822527274507,8.853638800437546e-05
mk_rest_l1,0.0001289393924675912,-5.456156145674032e-05,0.00021408164732256426,8.22882586249909e-05
mk_ring_l1,3.141071830483483e-05,3.137101804085579e-05,3.4320137599681754e-05,1.6915368369201238e-05
mk_upland_l2,1.5047561272903826e-05,1.4978053058545965e-05,1.4917384642275185e-05,7.4277601892858395e-06
mk_upland_l1,1.7111050071710876e-06,9.303047717248991e-07,1.8433036501169912e-06,4.935651892344216e-07
