name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
mfgw,0,0.25,-0.5,0.5,0,0.249968,-0.499937,0.499937
mk_rest_l1,0,0.325257,-0.650515,0.650515,0,0.325095,-0.650189,0.650189
mk_rest_l2,0,0.325257,-0.650515,0.650515,0,0.201105,-0.40221,0.40221
mk_ring_l1,0,0.325257,-0.650515,0.650515,0,0.325253,-0.650506,0.650506
mk_ring_l2,0,0.25,-0.5,0.5,0,0.249974,-0.499949,0.499949
mr_rest,0,0.25,-0.5,0.5,0,0.183368,-0.366737,0.366737
mr_upland,0,0.25,-0.5,0.5,0,0.240604,-0.481208,0.481208
