name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
mfgw,0,0.25,-0.5,0.5,0.21751,0.249977,-0.282443,0.717464
mk_rest_l1,0,0.239652,-0.479304,0.479304,-0.174202,0.239606,-0.653414,0.30501
mk_rest_l2,0,0.239652,-0.479304,0.479304,0.327702,0.185117,-0.0425314,0.697935
mk_upland_l1,0,0.25,-0.5,0.5,-0.0562984,0.249997,-0.556293,0.443697
mk_upland_l2,0,0.25,-0.5,0.5,-0.221849,0.249961,-0.72177,0.278073
mr_rest,0,0.25,-0.5,0.5,0.30103,0.162425,-0.0238195,0.62588
mr_upland,0,0.25,-0.5,0.5,-0.69897,0.249792,-1.19855,-0.199387
