obsnme,leverage
asm_01,0.00654436843825659
asm_02,0.0024714132675362653
asm_03,0.002050970740855315
asm_04,0.001850525328067844
asm_05,0.0010040632394251346
asm_06,0.0011801803940417633
asm_07,0.000843347308174054
asm_08,0.009517877481701789
asm_09,0.0
asm_10,0.0
asm_11,0.0
asm_12,0.0007296473962329596
asm_13,0.000778867722656185
asm_14,0.0006949053698111724
asm_15,0.001441778122361372
asm_16,0.0016646057685692035
asm_17,0.0008504851624565341
asm_18,0.0001332283657921131
asm_19,0.000336593236151001
asm_20,0.0
asm_22,0.0031398632070998894
asm_23,0.0032602781824292025
asm_24,0.003950413588308539
asm_25,0.006604638975096555
asm_27,0.07365150305657078
asm_28,0.008131205426575272
asm_30,0.03212134685188711
asm_32,0.004053078822088643
asm_33,0.0035657703851103687
asm_34,0.003637665303305679
asm_35,0.0030503051605496982
asm_36,0.016727468507105464
asm_37,0.009640168858194275
asm_40,0.0015335272567206285
asm_41,0.002367851309266238
asm_42,0.0013093590259554999
asm_43,0.0011811849443469809
asm_44,0.002408414834457924
asm_45,0.0033021885062524585
asm_46,0.004730060530886192
aso_1,0.04586538970949416
aso_10,0.061721765308972984
aso_12,0.05684669405857966
aso_13,0.04130039056103725
aso_14,0.09363549348969463
aso_15,0.0875895295405062
aso_16,0.09013083485286363
aso_17,0.12894280451303733
aso_18,0.11148857551378859
aso_19,0.10146990340602247
aso_2,0.079279983336711
aso_21,0.22752676438948422
aso_22,0.02426780206438836
aso_23,0.05726675376709698
aso_3,0.05027089124925394
aso_37,0.018363517116614596
aso_38,0.04109311347893065
aso_39,0.014473254348728875
aso_4,0.04931859550937582
aso_5,0.044404918329399155
aso_6,0.0486209286266088
aso_7,0.048372567849566235
aso_8,0.016339395952356155
aso_9,0.0436628393764402
b1_baca,0.019844675268377004
b2_motul,0.028226645520745358
b3_sacapuc,0.010897030493112947
b4_timul,0.008132112809102763
conagua,0.1087931168573974
cu01,0.01063323293219414
cu02,0.015856718802271675
cu03,0.011777671551573627
cu04,0.017746569955845726
cu05,0.011554697979596344
cu06,0.005199572635852998
cu07,0.011289236684994416
cu08,0.011832138028217812
cu09,0.012016624153915412
cu10,0.011393518767139527
cu11,0.004716947508795965
cu12,0.0038846815083650207
cu13,0.004622728161619497
cu14,0.0041122008337391705
cu15,0.002342626726334399
cu16,0.0030466748776996197
cu17,0.0018638444837607757
cu18,0.0049184366358339116
cu19,0.0049184366358339116
cu20,0.0049184366358339116
mi1_siglo_xx1,0.025215943871261245
mi2_tho_o,0.017878551740907845
mi3_hacienda_x_luch,0.009687414691418803
mp1_fiuady,0.057581818513037016
mp2_komchen,0.02203692788601503
mp3_predeco,0.013533665413571544
mp4_contenedores,0.018782249319105934
observatorio,0.12431683524576463
p1_celest_n,0.05973204221007421
p2_chunchucmil,0.6567111078925422
p3_amaris_ii,0.05758483741670522
p4_nohuayun,0.11272754828683004
p5_sisal,0.040186842571445155
p6_tamchen,0.0773932774253184
rm01_deportivo_sur,0.04253305932780921
rm02_obervatorio,0.07674660272658373
rm03_acuaparque,0.0471108275385989
rm04_bomberos,0.05366129438997015
rm05_portes_gil,0.029580049012812294
rm06_chalmuch,0.013310915930974455
rm07_anicabil,0.0365772000137416
rm08_chenku,0.04732869409877634
rm09_tecnologico,0.038933940126527386
rm11ucu,0.015282940494364489
rm12cheuman,0.01880187901163263
rm13tixcuytun,0.018117819427195786
rm14megalita,0.01644885268145514
rm15sierra_papacal,0.009370535016906264
rm18_sac_nicte,0.00701769534107165
rm_10_sagarpa,0.02916742991946063
rm_16_rancho,0.0039920807038856315
rm_17_dzidzilche,0.009021017142513401
rm_19_crio,0.0046650933220291875
rm_20_baag,0.0023852398824917138
w_1a_plantel_sn_juan,0.011893855114192862
w_1b_san_eduardo,0.018071026961138402
w_1c_quinta_rosario,0.035198711727166834
w_2a_dzilam_bravo,0.0016191479085405614
w_2b_dzilam_glez,0.03335092297501747
w_2c_san_gregorio,0.08314747329251462
w_3a_san_felipe,0.02411978289498405
w_3b_santa_pilar,0.08160892208182903
w_3c_san_isidro,0.17812394973505785
w_4a_la_curva,0.0038472856071814446
w_4b_moctezuma,0.14977594941787953
w_4c_vista_hermosa,0.4285703108221286
