name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
mfgw,0,0.25,-0.5,0.5,0.221857,0.249979,-0.278101,0.721816
mk_rest_l1,0,0.325257,-0.650515,0.650515,-0.954243,0.324657,-1.60356,-0.304928
mk_rest_l2,0,0.325257,-0.650515,0.650515,0.328769,0.224199,-0.11963,0.777168
mr_rest,0,0.25,-0.5,0.5,0.30103,0.184637,-0.0682438,0.670304
mr_upland,0,0.25,-0.5,0.5,-0.69897,0.249845,-1.19866,-0.19928
