parnme,parval1,css,css_scaled
mr_rest,1.0,19.573333021646494,19.573333021646494
mk_rest_l2,1.0,16.79029803913574,16.79029803913574
mr_upland,1.0,0.6324730579958586,0.6324730579958586
mk_ring_l2,1.0,0.3246146585639973,0.3246146585639973
mk_rest_l1,1.0,0.2701505961611654,0.2701505961611654
mfgw,1.0,0.20041632519258204,0.20041632519258204
mk_upland_l2,1.0,0.08479621380563851,0.08479621380563851
mk_ring_l1,1.0,0.046675417109603025,0.046675417109603025
mk_upland_l1,1.0,0.027504450210062086,0.027504450210062086
