parnme,parval1
mk_ring_l1,0.9719777286
mk_ring_l2,0.8715362932
mk_rest_l1,0.2291311899
mk_rest_l2,1.9630176715
mr_upland,0.200000000
mr_rest,1.8000000
mFGW_upland,1.00000000000
mFGW_rest,1.542409987
