name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
mfgw,0,0.25,-0.5,0.5,0.0170333,0.249917,-0.4828,0.516867
mk_rest_l1,0,0.325257,-0.650515,0.650515,0.00853728,0.323563,-0.638589,0.655663
mk_rest_l2,0,0.325257,-0.650515,0.650515,0.075425,0.225961,-0.376497,0.527347
mr_rest,0,0.25,-0.5,0.5,0.202908,0.183689,-0.164469,0.570286
mr_upland,0,0.25,-0.5,0.5,-0.224221,0.248056,-0.720333,0.271891
