name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
mfgw,0,0.25,-0.5,0.5,0.221857,0.249979,-0.278101,0.721816
mk_rest_l1,0,0.325257,-0.650515,0.650515,-0.954243,0.324523,-1.60329,-0.305196
mk_rest_l2,0,0.325257,-0.650515,0.650515,0.308832,0.224859,-0.140886,0.758549
mr_rest,0,0.25,-0.5,0.5,0.30103,0.183959,-0.0668887,0.668949
mr_upland,0,0.25,-0.5,0.5,-0.69897,0.249829,-1.19863,-0.199311
