parnme,parval1
mk_upland_l1,0.300000000000
mk_upland_l2,0.300000000000
mk_rest_l1,0.1111111111
mk_rest_l2,1.9496183395
mr_upland,0.200000000
mr_rest,1.8000000
mFGW_upland,1.00000000001
mFGW_rest,1.666666667
